Categoria,Producto,Precio,URL de la imagen,Fecha_hora
almacen,Galletitas Surtidas Nuevo Mix 2023 Variedad x 590 g.,$670.00,https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000021000/21994.jpg,"09/05/2024, 12:46:22"
almacen,Mini Tostaditas Queso Twistos x 100 g.,"$ 499,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000014000/14388.jpg,"09/05/2024, 12:46:22"
almacen,Mayonesa Natura Doy Pack x 500 cc.,$1650.00,https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000002000/2061.jpg,"09/05/2024, 12:46:22"
almacen,Fideos Tallarín Fort Favorita x 500 g.,"$ 1.480,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000008000/8115.jpg,"09/05/2024, 12:46:22"
almacen,Mini Tostaditas Jamón Ibérico Twistos x 100 g.,"$ 962,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000014000/14386.jpg,"09/05/2024, 12:46:22"
almacen,Café Instantáneo Suave Doy Pack Dolca x 170 g.,"$1.700,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000025000/25867.jpg,"09/05/2024, 12:46:22"
almacen,"Aceite Girasol Legitimo x 1,5 Lt.","$ 1.150,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000019000/19263.jpg,"09/05/2024, 12:46:22"
almacen,Yerba Mate c/Palo de Campo La Merced x 500 g.,$670.00,https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000013000/13152.jpg,"09/05/2024, 12:46:22"
almacen,Yerba Mate c/Palo 4Flex Taragui x 1 Kg.,"$ 499,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000011000/11723.jpg,"09/05/2024, 12:46:22"
almacen,Harina Integral + Semillas Chacabuco x 750 g.,"$5.700,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000018000/18425.jpg,"09/05/2024, 12:46:22"
almacen,Yerba Mate en Saquitos Taragui x 50 un.,"$ 5.350,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000013000/13818.jpg,"09/05/2024, 12:46:22"
almacen,Fideos Mostachol N 52 Matarazzo x 500 g.,$1100.00,https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000025000/25598.jpg,"09/05/2024, 12:46:22"
almacen,Galletitas con Mouse Milka x 116 g.,"$ 825,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000005000/5701.jpg,"09/05/2024, 12:46:22"
almacen,Duraznos en Trozos Best x 820 g.,"$1.050,00",https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000001000/1546.jpg,"09/05/2024, 12:46:22"
