Categoria;Producto;Precio;URL de la imagen;Fecha y hora;Página
Almacen/panificados;Pan Brioche De Hamburguesa Artesano Bimbo 4 Un;3150.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/799942-500-auto?v=638349573997400000&width=500&height=auto&aspect=true;29/05/2024, 01:08:14;2
Almacen/panificados;Pan De Mesa Tradicional La Perla 550 Gr;3300.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/791198-500-auto?v=638284233815300000&width=500&height=auto&aspect=true;29/05/2024, 01:08:14;2
Almacen/panificados;Pan De Pancho Lactal 210 Gr;1600.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/766443-500-auto?v=638104306090200000&width=500&height=auto&aspect=true;29/05/2024, 01:08:14;2
Almacen/panificados;Pan Salvado Con Semillas De Chia Y De Lino Lactal 330 Gr;3150.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/792157-500-auto?v=638294386224100000&width=500&height=auto&aspect=true;29/05/2024, 01:08:14;2
Almacen/panificados;Pan Rall Preferido Ajo Y Perej Fortificado X500g;1500.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/801828-500-auto?v=638373341210370000&width=500&height=auto&aspect=true;29/05/2024, 01:08:14;2
Almacen/panificados;Tostadas Clasicas Libres Riera 200 Gr;1700.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/803354-500-auto?v=638379382971270000&width=500&height=auto&aspect=true;29/05/2024, 01:08:14;2
Almacen/panificados;Pan Lacteado Chico C&co 360 Gr;1400.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/816992-500-auto?v=638470871217430000&width=500&height=auto&aspect=true;29/05/2024, 01:08:14;2
Almacen/panificados;Rebozador Preferido Fortificado 500g;1300.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/801826-500-auto?v=638373341201600000&width=500&height=auto&aspect=true;29/05/2024, 01:08:14;2
Almacen/panificados;Pan Blanco Bimbo Cero Cero 385g;3700.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/813628-500-auto?v=638442134561800000&width=500&height=auto&aspect=true;29/05/2024, 01:08:14;2
Almacen/panificados;Rebozador Preferido Crunch Fortificado X450g;2030.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/801868-500-auto?v=638373341350670000&width=500&height=auto&aspect=true;29/05/2024, 01:08:14;2

Almacen/para-preparar;Bizcochuelo Vainilla Exquisita X540g;2933.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/800872-500-auto?v=638364045730830000&width=500&height=auto&aspect=true;29/05/2024, 01:08:51;1
Almacen/para-preparar;Nutella 350gr;6450.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/785414-500-auto?v=638224401833470000&width=500&height=auto&aspect=true;29/05/2024, 01:08:51;1
Almacen/para-preparar;Bizcochuelo Exquisita Chocolate X540g;2800.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/806843-500-auto?v=638404221697600000&width=500&height=auto&aspect=true;29/05/2024, 01:08:51;1
Almacen/para-preparar;Esencia De Vainilla Dos Anclas 100 Cc;1750.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/188526-500-auto?v=636383495911230000&width=500&height=auto&aspect=true;29/05/2024, 01:08:51;1
Almacen/para-preparar;Gelatina Light Cereza Royal 25 Grs;743.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/775675-500-auto?v=638163166881470000&width=500&height=auto&aspect=true;29/05/2024, 01:08:51;1
Almacen/para-preparar;Brownie Aguila X425gr;3500.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/581417-500-auto?v=637226034566770000&width=500&height=auto&aspect=true;29/05/2024, 01:08:51;1
Almacen/para-preparar;Premezcla Chipa Luchetti X 400 Gr;2275.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/793496-500-auto?v=638303241833430000&width=500&height=auto&aspect=true;29/05/2024, 01:08:51;1
Almacen/para-preparar;Polvo Para Hornear Royal 100 Gr;1400.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/775554-500-auto?v=638163166323970000&width=500&height=auto&aspect=true;29/05/2024, 01:08:51;1
Almacen/para-preparar;Bizcochuelo Mama Cocina Brownie Vitamina D X425g;2250.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/657779-500-auto?v=637634817472500000&width=500&height=auto&aspect=true;29/05/2024, 01:08:51;1
Almacen/para-preparar;Gelatina Frutilla Regular Royal 25g;900.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/775677-500-auto?v=638163166890500000&width=500&height=auto&aspect=true;29/05/2024, 01:08:51;1
Almacen/para-preparar;Flan Vainilla Royal 60 Gr;850.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/775726-500-auto?v=638163273790730000&width=500&height=auto&aspect=true;29/05/2024, 01:08:51;1
Almacen/para-preparar;Gelatina Frutos Rojos Royal 25g;802.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/775676-500-auto?v=638163166885670000&width=500&height=auto&aspect=true;29/05/2024, 01:08:51;1
Almacen/para-preparar;Pasta De Maní Crunchy Mani King X 350 Gr;4100.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/778647-500-auto?v=638181310110000000&width=500&height=auto&aspect=true;29/05/2024, 01:08:51;1
Almacen/para-preparar;Gelatina Frambuesa Exquisita X 40g;950.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/801603-500-auto?v=638373335035100000&width=500&height=auto&aspect=true;29/05/2024, 01:08:51;1
Almacen/para-preparar;Bizcochuelo Vainillavitamina D Mama Cocina X 540 Gr;2100.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/657778-500-auto?v=637634817466300000&width=500&height=auto&aspect=true;29/05/2024, 01:08:51;1
Almacen/para-preparar;Gelatina Cereza Light Bc X18 G;850.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/784030-500-auto?v=638215869922200000&width=500&height=auto&aspect=true;29/05/2024, 01:08:51;1
Almacen/para-preparar;Nutella 140gr;3200.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/785410-500-auto?v=638224401817470000&width=500&height=auto&aspect=true;29/05/2024, 01:08:51;1
Almacen/para-preparar;Pasta De Maní Mani King X245 Gr;3500.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/778671-500-auto?v=638181310320130000&width=500&height=auto&aspect=true;29/05/2024, 01:08:51;1
Almacen/para-preparar;Gelatina Bc Durazno Light X18g;850.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/789420-500-auto?v=638264361973130000&width=500&height=auto&aspect=true;29/05/2024, 01:08:51;1
Almacen/para-preparar;Pasta De Mani Bon O Bon 290gr;3700.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/649910-500-auto?v=637593934633100000&width=500&height=auto&aspect=true;29/05/2024, 01:08:51;1

Almacen/para-preparar;Gelatina Frutilla Exquisita X 40 G;950.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/801596-500-auto?v=638373335011500000&width=500&height=auto&aspect=true;29/05/2024, 01:09:12;2
Almacen/para-preparar;Cookies Vainilla Con Chips Exquisita X 300 Gr;1700.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/771584-500-auto?v=638132062571670000&width=500&height=auto&aspect=true;29/05/2024, 01:09:12;2
Almacen/para-preparar;Gelatina Sin Sabor Royal 14 Gr;750.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/775589-500-auto?v=638163166470500000&width=500&height=auto&aspect=true;29/05/2024, 01:09:12;2
Almacen/para-preparar;Gelatina Bc Frutilla Light X20g;850.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/784027-500-auto?v=638215869910430000&width=500&height=auto&aspect=true;29/05/2024, 01:09:12;2
Almacen/para-preparar;Azucar Impalpable Dos Anclas X 300  Gr;2750.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/705399-500-auto?v=637904721877870000&width=500&height=auto&aspect=true;29/05/2024, 01:09:12;2
Almacen/para-preparar;Gelatina Frutilla Royal 25 G;743.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/775678-500-auto?v=638163166893930000&width=500&height=auto&aspect=true;29/05/2024, 01:09:12;2
Almacen/para-preparar;Relleno Aguila Nut Avellanas 290g;3700.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/649917-500-auto?v=637593934644070000&width=500&height=auto&aspect=true;29/05/2024, 01:09:12;2
Almacen/para-preparar;Torta Exquisita Chips Fort X500g;3100.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/821272-500-auto?v=638506282046400000&width=500&height=auto&aspect=true;29/05/2024, 01:09:12;2
Almacen/para-preparar;Budín Vainilla Exquisita  X 300 Gr;1700.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/788562-500-auto?v=638253993912730000&width=500&height=auto&aspect=true;29/05/2024, 01:09:12;2
Almacen/para-preparar;Gelatina Royal Cereza X 25 Gr;899.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/765390-500-auto?v=638095666099470000&width=500&height=auto&aspect=true;29/05/2024, 01:09:12;2
Almacen/para-preparar;Flan Exquisita Vainilla  Sobre 40gr;850.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/771582-500-auto?v=638132062564170000&width=500&height=auto&aspect=true;29/05/2024, 01:09:12;2
Almacen/para-preparar;Bizcochuelo Aguila Chocolate X530gr;3050.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/711863-500-auto?v=637943710376900000&width=500&height=auto&aspect=true;29/05/2024, 01:09:12;2
Almacen/para-preparar;Premezcla Chipa Mama Cocina X 400 G;2193.75;https://jumboargentinaio.vtexassets.com/arquivos/ids/791813-500-auto?v=638291793719000000&width=500&height=auto&aspect=true;29/05/2024, 01:09:12;2
Almacen/para-preparar;Budín Chocolate Exquisita X 300 G;1700.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/788564-500-auto?v=638253993918370000&width=500&height=auto&aspect=true;29/05/2024, 01:09:12;2
Almacen/para-preparar;Brownies Exquisita Chocolate Fort X425g;3650.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/822255-500-auto?v=638508230458270000&width=500&height=auto&aspect=true;29/05/2024, 01:09:12;2
Almacen/para-preparar;Bizcochuelo Exquisita Coco Fort X540g;2800.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/803462-500-auto?v=638379921968130000&width=500&height=auto&aspect=true;29/05/2024, 01:09:12;2
Almacen/para-preparar;Bizcochuelo Mama Cocina Limon Vitamina D X540g;2100.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/657780-500-auto?v=637634817475600000&width=500&height=auto&aspect=true;29/05/2024, 01:09:12;2
Almacen/para-preparar;Gelatina Royal Naranja 22g;900.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/775680-500-auto?v=638163166903930000&width=500&height=auto&aspect=true;29/05/2024, 01:09:12;2
Almacen/para-preparar;Premezcla Torta Frita Luchetti X500 Gr;1040.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/793491-500-auto?v=638303241817270000&width=500&height=auto&aspect=true;29/05/2024, 01:09:12;2
Almacen/para-preparar;Flan Vainilla Royal 60g;850.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/775734-500-auto?v=638163273818070000&width=500&height=auto&aspect=true;29/05/2024, 01:09:12;2

Almacen/caldos-sopas-pure-y-bolsas-para-horno;Caldo Knorr De Verduras Deshidratado 12 Cubos;1650.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/815436-500-auto?v=638464598361100000&width=500&height=auto&aspect=true;29/05/2024, 01:08:50;1
Almacen/caldos-sopas-pure-y-bolsas-para-horno;Puré de Papas Maggi Original 125 Gr;2050.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/815115-500-auto?v=638463838823670000&width=500&height=auto&aspect=true;29/05/2024, 01:08:50;1
Almacen/caldos-sopas-pure-y-bolsas-para-horno;Puré De Papas Original X 200gr;3000.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/815116-500-auto?v=638463838827900000&width=500&height=auto&aspect=true;29/05/2024, 01:08:50;1
Almacen/caldos-sopas-pure-y-bolsas-para-horno;Puré Chef Nestlé 100 Gr;1300.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/789672-500-auto?v=638266737903400000&width=500&height=auto&aspect=true;29/05/2024, 01:08:50;1
Almacen/caldos-sopas-pure-y-bolsas-para-horno;Caldo Knorr De Gallina 12 Cubos;1650.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/815434-500-auto?v=638464598352100000&width=500&height=auto&aspect=true;29/05/2024, 01:08:50;1
Almacen/caldos-sopas-pure-y-bolsas-para-horno;Pure De Papas Receta Completa Listo Knorr 125 Gr;1950.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/766114-500-auto?v=638102685756870000&width=500&height=auto&aspect=true;29/05/2024, 01:08:50;1
Almacen/caldos-sopas-pure-y-bolsas-para-horno;Pure De Papas Knorr Listo X125g;1750.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/766113-500-auto?v=638102685754030000&width=500&height=auto&aspect=true;29/05/2024, 01:08:50;1
Almacen/caldos-sopas-pure-y-bolsas-para-horno;Sopa Quick Zapallo Light Knorr 46,5 Gr;1850.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/771402-500-auto?v=638131306695430000&width=500&height=auto&aspect=true;29/05/2024, 01:08:50;1
Almacen/caldos-sopas-pure-y-bolsas-para-horno;Saborizador Albahaca Y Ajo  Alicante 4 Un;1250.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/655498-500-auto?v=637611810364430000&width=500&height=auto&aspect=true;29/05/2024, 01:08:50;1
Almacen/caldos-sopas-pure-y-bolsas-para-horno;Sopa De Vegetales Con Caracolitos Knorr 107.5 Gr;1300.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/690265-500-auto?v=637811625770470000&width=500&height=auto&aspect=true;29/05/2024, 01:08:50;1
Almacen/caldos-sopas-pure-y-bolsas-para-horno;Sopa Quick Vegetales Knorr 59,5 Gr;1850.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/771405-500-auto?v=638131306708530000&width=500&height=auto&aspect=true;29/05/2024, 01:08:50;1
Almacen/caldos-sopas-pure-y-bolsas-para-horno;Saborizador Carne Alicante 4 Un;1150.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/817268-500-auto?v=638478636676630000&width=500&height=auto&aspect=true;29/05/2024, 01:08:50;1

Almacen/caldos-sopas-pure-y-bolsas-para-horno;Saborizador Verdura Alicante 4 Un;1150.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/655496-500-auto?v=637611810354870000&width=500&height=auto&aspect=true;29/05/2024, 01:09:13;2
Almacen/caldos-sopas-pure-y-bolsas-para-horno;Sopa Crema Knorr Verduras 60 Gr;1300.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/707646-500-auto?v=637918114919800000&width=500&height=auto&aspect=true;29/05/2024, 01:09:13;2
Almacen/caldos-sopas-pure-y-bolsas-para-horno;Saborizador Crema Verdeo 4 Sobres  Alicante 75 Gr;1250.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/655492-500-auto?v=637611810345470000&width=500&height=auto&aspect=true;29/05/2024, 01:09:13;2
Almacen/caldos-sopas-pure-y-bolsas-para-horno;Saborizador Alicante 4 Quesos X 4 Sobres;1250.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/687322-500-auto?v=637795857823200000&width=500&height=auto&aspect=true;29/05/2024, 01:09:13;2
Almacen/caldos-sopas-pure-y-bolsas-para-horno;Ramen De Pollo Nissin 109 Gr;1950.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/464147-500-auto?v=636658410826230000&width=500&height=auto&aspect=true;29/05/2024, 01:09:13;2
Almacen/caldos-sopas-pure-y-bolsas-para-horno;Sopa De Vegetales Con Letras Knorr 107.5 Gr;1300.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/690262-500-auto?v=637811625761870000&width=500&height=auto&aspect=true;29/05/2024, 01:09:13;2
Almacen/caldos-sopas-pure-y-bolsas-para-horno;Ramen Verduras Nissin 85 Gr;1950.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/464221-500-auto?v=636658411119270000&width=500&height=auto&aspect=true;29/05/2024, 01:09:13;2
Almacen/caldos-sopas-pure-y-bolsas-para-horno;Sopa Quick Choclo Perejil Knorr 63 Gr;1850.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/771398-500-auto?v=638131306680400000&width=500&height=auto&aspect=true;29/05/2024, 01:09:13;2
Almacen/caldos-sopas-pure-y-bolsas-para-horno;Sopa Quick Zapallo Knorr 63 Gr;1850.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/771406-500-auto?v=638131306713070000&width=500&height=auto&aspect=true;29/05/2024, 01:09:13;2
Almacen/caldos-sopas-pure-y-bolsas-para-horno;Saborizador Gallina  Alicante 4 Un;1150.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/685560-500-auto?v=637786570134000000&width=500&height=auto&aspect=true;29/05/2024, 01:09:13;2
Almacen/caldos-sopas-pure-y-bolsas-para-horno;Caldo De Gallina X 6u.;550.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/815022-500-auto?v=638463838463230000&width=500&height=auto&aspect=true;29/05/2024, 01:09:13;2
Almacen/caldos-sopas-pure-y-bolsas-para-horno;Sopa Quick Tomate Knorr 63 Gr;1850.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/771403-500-auto?v=638131306699970000&width=500&height=auto&aspect=true;29/05/2024, 01:09:13;2
Almacen/caldos-sopas-pure-y-bolsas-para-horno;Sopa De Vegetales Con Caracolitos Verdes Knorr 80 Gr;1300.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/690264-500-auto?v=637811625767500000&width=500&height=auto&aspect=true;29/05/2024, 01:09:13;2
Almacen/caldos-sopas-pure-y-bolsas-para-horno;Sopa Instantánea Sabor Camarón Cuisine-co  65 Gr;1100.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/601173-500-auto?v=637351320450730000&width=500&height=auto&aspect=true;29/05/2024, 01:09:13;2
Almacen/caldos-sopas-pure-y-bolsas-para-horno;Puré de Papas Maggi Finas Hierbas 100 Gr;2030.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/815117-500-auto?v=638463838831570000&width=500&height=auto&aspect=true;29/05/2024, 01:09:13;2
Almacen/caldos-sopas-pure-y-bolsas-para-horno;Sopa De Pollo Con Dedalitos Integrales Knorr 80 Gr;1300.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/690261-500-auto?v=637811625758900000&width=500&height=auto&aspect=true;29/05/2024, 01:09:13;2
Almacen/caldos-sopas-pure-y-bolsas-para-horno;Sopa Crema Arvejas  Knorr 64 Gr;1300.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/690259-500-auto?v=637811625752800000&width=500&height=auto&aspect=true;29/05/2024, 01:09:13;2
Almacen/caldos-sopas-pure-y-bolsas-para-horno;Sopa Knorr Choclo Con Puerro Y Cúrcuma 70 Gr;1450.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/815449-500-auto?v=638464598408800000&width=500&height=auto&aspect=true;29/05/2024, 01:09:13;2
Almacen/caldos-sopas-pure-y-bolsas-para-horno;Caldo Balance Sabor Gallina Knorr 12 Un;1600.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/771394-500-auto?v=638131306665830000&width=500&height=auto&aspect=true;29/05/2024, 01:09:13;2
Almacen/caldos-sopas-pure-y-bolsas-para-horno;Saborizador De Verdura Sin Sal Alicante 4 Un;1150.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/655493-500-auto?v=637611810347670000&width=500&height=auto&aspect=true;29/05/2024, 01:09:13;2

Almacen/pastas-secas-y-salsas;Fideos Don Vicente Fettuccini X500g;2100.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/798894-500-auto?v=638343636547800000&width=500&height=auto&aspect=true;29/05/2024, 01:08:54;1
Almacen/pastas-secas-y-salsas;Pure De Tomate Cuisine & Co X520gr;600.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/615026-500-auto?v=637413528471500000&width=500&height=auto&aspect=true;29/05/2024, 01:08:54;1
Almacen/pastas-secas-y-salsas;Pure De Tomate La Molisana Passata 690 Gr;4400.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/816070-500-auto?v=638467192569730000&width=500&height=auto&aspect=true;29/05/2024, 01:08:54;1
Almacen/pastas-secas-y-salsas;Fideos Matarazzo Tirabuzón N34 X500g;1680.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/793499-500-auto?v=638303241842570000&width=500&height=auto&aspect=true;29/05/2024, 01:08:54;1
Almacen/pastas-secas-y-salsas;Fideos Spaguetti C&c 500gr;1050.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/704448-500-auto?v=637898025878270000&width=500&height=auto&aspect=true;29/05/2024, 01:08:54;1
Almacen/pastas-secas-y-salsas;Don Triturado Cuisine & Co 910 Gr;1600.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/602278-500-auto?v=637353912229030000&width=500&height=auto&aspect=true;29/05/2024, 01:08:54;1
Almacen/pastas-secas-y-salsas;Tomate Perita En Lata Arcor 400 Gr;1000.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/581351-500-auto?v=637226034332730000&width=500&height=auto&aspect=true;29/05/2024, 01:08:54;1
Almacen/pastas-secas-y-salsas;Fideos Don Vicente Tallarín X500g;1880.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/798895-500-auto?v=638343636550800000&width=500&height=auto&aspect=true;29/05/2024, 01:08:54;1
Almacen/pastas-secas-y-salsas;Fideos Tirabuzon C&c 500gr;1050.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/691844-500-auto?v=637814110115230000&width=500&height=auto&aspect=true;29/05/2024, 01:08:54;1
Almacen/pastas-secas-y-salsas;Fideos Mostachol C&c 500gr;1050.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/691840-500-auto?v=637814110103970000&width=500&height=auto&aspect=true;29/05/2024, 01:08:54;1
Almacen/pastas-secas-y-salsas;Fideos Lucchetti Tallarín N5 X500g;1020.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/793513-500-auto?v=638303241885800000&width=500&height=auto&aspect=true;29/05/2024, 01:08:54;1
Almacen/pastas-secas-y-salsas;Fideos Moños C&c 500gr;1300.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/691841-500-auto?v=637814110106630000&width=500&height=auto&aspect=true;29/05/2024, 01:08:54;1
Almacen/pastas-secas-y-salsas;Fideos Matarazzo Tirabuzón N28 X500g;1400.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/798898-500-auto?v=638343636562070000&width=500&height=auto&aspect=true;29/05/2024, 01:08:54;1
Almacen/pastas-secas-y-salsas;Fideos Rina Matarazzo Spaghetti Ce X500g;1300.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/800642-500-auto?v=638356701668030000&width=500&height=auto&aspect=true;29/05/2024, 01:08:54;1
Almacen/pastas-secas-y-salsas;Fideos Codito Matarazzo X500 Gr;1400.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/601809-500-auto?v=637352619931630000&width=500&height=auto&aspect=true;29/05/2024, 01:08:54;1
Almacen/pastas-secas-y-salsas;Puré De Tomate Salsati 520 Gr;800.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/178522-500-auto?v=636383365783870000&width=500&height=auto&aspect=true;29/05/2024, 01:08:54;1

Almacen/pastas-secas-y-salsas;Tomate Cubeteado La Campagnola 400 Gr;1200.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/584782-500-auto?v=637249362229900000&width=500&height=auto&aspect=true;29/05/2024, 01:09:20;2
Almacen/pastas-secas-y-salsas;Fideos Lucchetti Tirabuzón N34 X500g;1020.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/793511-500-auto?v=638303241878870000&width=500&height=auto&aspect=true;29/05/2024, 01:09:20;2
Almacen/pastas-secas-y-salsas;Fideos Favorita Spaghetti Hierro X500g;800.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/685850-500-auto?v=637787434515600000&width=500&height=auto&aspect=true;29/05/2024, 01:09:20;2
Almacen/pastas-secas-y-salsas;Tomate Perita Cubeteado Arcor 400 Gr;1050.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/581345-500-auto?v=637226034308970000&width=500&height=auto&aspect=true;29/05/2024, 01:09:20;2
Almacen/pastas-secas-y-salsas;Tomate Perita Sin Tacc C&co 240/400 Gr;850.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/762024-500-auto?v=638060486502800000&width=500&height=auto&aspect=true;29/05/2024, 01:09:20;2
Almacen/pastas-secas-y-salsas;Fideos Matarazzo Spaghetti N3 X500g;1400.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/798886-500-auto?v=638343636513500000&width=500&height=auto&aspect=true;29/05/2024, 01:09:20;2
Almacen/pastas-secas-y-salsas;Fideos Matarazzo Mostachol N52 X500g;1400.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/793506-500-auto?v=638303241864430000&width=500&height=auto&aspect=true;29/05/2024, 01:09:20;2
Almacen/pastas-secas-y-salsas;Fideos Matarazzo Penne Rigate N45 X500g;1680.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/793497-500-auto?v=638303241834830000&width=500&height=auto&aspect=true;29/05/2024, 01:09:20;2
Almacen/pastas-secas-y-salsas;Fideos Coditos Lucchetti X500 Gr;1200.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/592384-500-auto?v=637296886127200000&width=500&height=auto&aspect=true;29/05/2024, 01:09:20;2
Almacen/pastas-secas-y-salsas;Fideos Rina Matarazzo Rigatti Ce X500g;1300.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/800643-500-auto?v=638356701674600000&width=500&height=auto&aspect=true;29/05/2024, 01:09:20;2
Almacen/pastas-secas-y-salsas;Fideos Tirabuzón Terrabusi X500 Gr;1050.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/601761-500-auto?v=637352619080730000&width=500&height=auto&aspect=true;29/05/2024, 01:09:20;2
Almacen/pastas-secas-y-salsas;Capelettini Giacomo Tridicci 500g;3350.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/654812-500-auto?v=637605348215570000&width=500&height=auto&aspect=true;29/05/2024, 01:09:20;2
Almacen/pastas-secas-y-salsas;Fideos Matarazzo Penne X500g;1400.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/793487-500-auto?v=638303241803130000&width=500&height=auto&aspect=true;29/05/2024, 01:09:20;2
Almacen/pastas-secas-y-salsas;Fideos Rina Matarazzo Espin Spagh X500g;1300.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/800593-500-auto?v=638355837756170000&width=500&height=auto&aspect=true;29/05/2024, 01:09:20;2
Almacen/pastas-secas-y-salsas;Capelettini Giacomo Verdura 500g;3350.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/654810-500-auto?v=637605348208830000&width=500&height=auto&aspect=true;29/05/2024, 01:09:20;2
Almacen/pastas-secas-y-salsas;Fideos Luchetti Penne Rigate 500gr;1300.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/777704-500-auto?v=638175262671400000&width=500&height=auto&aspect=true;29/05/2024, 01:09:20;2
Almacen/pastas-secas-y-salsas;Fideos Rina Matarazzo Fusilli Ce X500g;1300.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/800641-500-auto?v=638356701659370000&width=500&height=auto&aspect=true;29/05/2024, 01:09:20;2
Almacen/pastas-secas-y-salsas;Fideos Dedalitos Lucchetti X500 Gr;1200.0;https://jumboargentinaio.vtexassets.com/arquivos/ids/592378-500-auto?v=637296884164530000&width=500&height=auto&aspect=true;29/05/2024, 01:09:20;2
