Supermercado;Categoria;Producto;Precio;URL;Fecha
JUM;Quesos y Fiambres;Queso Cremoso La Paulina 1/4 Hma - Mínimo 1 Kg Mayorista.;$NaN;https://jumboargentinaio.vtexassets.com/arquivos/ids/594326-500-auto?v=637305532902770000&width=500&height=auto&aspect=true;12/05/2024, 23:50:57
JUM;Quesos y Fiambres;Jamon Cocido Tripack Kg 1 Sob Minimo 800 Gr Mayorista;$8.399;https://jumboargentinaio.vtexassets.com/arquivos/ids/516235-500-auto?v=636840692090400000&width=500&height=auto&aspect=true;12/05/2024, 23:45:00
JUM;Quesos y Fiambres;Jamon Cocido Tripack Kg 1 Sob Minimo 800 Gr Mayorista;$NaN;https://jumboargentinaio.vtexassets.com/arquivos/ids/516235-500-auto?v=636840692090400000&width=500&height=auto&aspect=true;12/05/2024, 23:50:57
JUM;Quesos y Fiambres;Queso Cremón Cremoso;$8.162,4;https://jumboargentinaio.vtexassets.com/arquivos/ids/782005-500-auto?v=638201073860900000&width=500&height=auto&aspect=true;12/05/2024, 23:45:00
JUM;Quesos y Fiambres;Queso Cremón Cremoso;$10.203;https://jumboargentinaio.vtexassets.com/arquivos/ids/782005-500-auto?v=638201073860900000&width=500&height=auto&aspect=true;12/05/2024, 23:46:08
JUM;Quesos y Fiambres;Queso Cremón Cremoso;$NaN;https://jumboargentinaio.vtexassets.com/arquivos/ids/782005-500-auto?v=638201073860900000&width=500&height=auto&aspect=true;12/05/2024, 23:50:57
JUM;Quesos y Fiambres;Jamon Cocido Cuisine & Co;$7.199,2;https://jumboargentinaio.vtexassets.com/arquivos/ids/807030-500-auto?v=638406058229170000&width=500&height=auto&aspect=true;12/05/2024, 23:45:00
JUM;Quesos y Fiambres;Jamon Cocido Cuisine & Co;$8.999;https://jumboargentinaio.vtexassets.com/arquivos/ids/807030-500-auto?v=638406058229170000&width=500&height=auto&aspect=true;12/05/2024, 23:46:08
JUM;Quesos y Fiambres;Jamon Cocido Cuisine & Co;$NaN;https://jumboargentinaio.vtexassets.com/arquivos/ids/807030-500-auto?v=638406058229170000&width=500&height=auto&aspect=true;12/05/2024, 23:50:57
JUM;Quesos y Fiambres;Queso Parmesano La Paulina X Kg.;$11.999;https://jumboargentinaio.vtexassets.com/arquivos/ids/596261-500-auto?v=637315026086830000&width=500&height=auto&aspect=true;12/05/2024, 23:45:00
JUM;Quesos y Fiambres;Queso Parmesano La Paulina X Kg.;$NaN;https://jumboargentinaio.vtexassets.com/arquivos/ids/596261-500-auto?v=637315026086830000&width=500&height=auto&aspect=true;12/05/2024, 23:50:57
JUM;Quesos y Fiambres;Queso Clasico Casancrem 480g;$3.700;https://jumboargentinaio.vtexassets.com/arquivos/ids/792158-500-auto?v=638294386229570000&width=500&height=auto&aspect=true;12/05/2024, 23:45:00
JUM;Quesos y Fiambres;Queso Clasico Casancrem 480g;$NaN;https://jumboargentinaio.vtexassets.com/arquivos/ids/792158-500-auto?v=638294386229570000&width=500&height=auto&aspect=true;12/05/2024, 23:50:57
JUM;Quesos y Fiambres;Queso Barra Danbo Cuisine&co;$8.799,2;https://jumboargentinaio.vtexassets.com/arquivos/ids/807032-500-auto?v=638406058246670000&width=500&height=auto&aspect=true;12/05/2024, 23:45:00
JUM;Quesos y Fiambres;Queso Barra Danbo Cuisine&co;$10.999;https://jumboargentinaio.vtexassets.com/arquivos/ids/807032-500-auto?v=638406058246670000&width=500&height=auto&aspect=true;12/05/2024, 23:46:08
JUM;Quesos y Fiambres;Queso Barra Danbo Cuisine&co;$NaN;https://jumboargentinaio.vtexassets.com/arquivos/ids/807032-500-auto?v=638406058246670000&width=500&height=auto&aspect=true;12/05/2024, 23:50:57
JUM;Quesos y Fiambres;Queso Barra Jumbo Tripack;$9.199;https://jumboargentinaio.vtexassets.com/arquivos/ids/464961-500-auto?v=636659280124300000&width=500&height=auto&aspect=true;12/05/2024, 23:45:00
JUM;Quesos y Fiambres;Queso Barra Jumbo Tripack;$NaN;https://jumboargentinaio.vtexassets.com/arquivos/ids/464961-500-auto?v=636659280124300000&width=500&height=auto&aspect=true;12/05/2024, 23:50:57
JUM;Lacteos;Leche La Serenisima Zerolact Bot 1l;$NaN;https://jumboargentinaio.vtexassets.com/arquivos/ids/797316-500-auto?v=638332509824430000&width=500&height=auto&aspect=true;12/05/2024, 23:52:01
JUM;Lacteos;Leche La Serenisima Liviana Bot 1l;$NaN;https://jumboargentinaio.vtexassets.com/arquivos/ids/797315-500-auto?v=638332509819430000&width=500&height=auto&aspect=true;12/05/2024, 23:52:01
JUM;Lacteos;Leche Uat La Serenisima 1 - 1 Lt;$NaN;https://jumboargentinaio.vtexassets.com/arquivos/ids/785290-500-auto?v=638223762282570000&width=500&height=auto&aspect=true;12/05/2024, 23:52:01
JUM;Lacteos;Manteca Ls Bienestar Animal 200 G;$NaN;https://jumboargentinaio.vtexassets.com/arquivos/ids/793456-500-auto?v=638303241666030000&width=500&height=auto&aspect=true;12/05/2024, 23:52:01
JUM;Lacteos;Leche La Serenisima Entera Bot 1l;$NaN;https://jumboargentinaio.vtexassets.com/arquivos/ids/797314-500-auto?v=638332509815370000&width=500&height=auto&aspect=true;12/05/2024, 23:52:01
JUM;Lacteos;Leche Uat Serenisima 3 - 1 Lt;$NaN;https://jumboargentinaio.vtexassets.com/arquivos/ids/785291-500-auto?v=638223762290430000&width=500&height=auto&aspect=true;12/05/2024, 23:52:01
JUM;Lacteos;Leche Uat La Serenísima Proteina 1lt;$NaN;https://jumboargentinaio.vtexassets.com/arquivos/ids/637500-500-auto?v=637540537556030000&width=500&height=auto&aspect=true;12/05/2024, 23:52:01
JUM;Lacteos;Dulce De Leche La Serenisima Clasico 400g;$NaN;https://jumboargentinaio.vtexassets.com/arquivos/ids/787501-500-auto?v=638242545910500000&width=500&height=auto&aspect=true;12/05/2024, 23:52:01
