Categoria;Fecha_hora;Producto;Precio;URL de la imagen
almacen;09/05/2024, 13:47:18;Budin Dulce de Leche con Gotas de Ddl 100 Ducados x 300 g.;$ 3.050,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000017000/17976.jpg
almacen;09/05/2024, 13:47:18;Rocío Vegetal Oliva Fritolim x 120 g.;$ 4.000,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000026000/26168.jpg
almacen;09/05/2024, 13:47:18;Mermelada de Durazno El Brocal x 420 g.;$ 3.500,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000007000/7225.jpg
almacen;09/05/2024, 13:47:18;Yerba Mate c/Palo Premiun Andresito x 500 g.;$ 2.950,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000011000/11577.jpg
almacen;09/05/2024, 13:47:18;Mix de Pimientas Recarga Indo deli x 65 g.;$ 4.400,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000016000/16441.jpg
almacen;09/05/2024, 13:47:18;Vainillas Plus x 3 Un. Bimbo x 444 g.;$ 4.800,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000022000/22585.jpg
almacen;09/05/2024, 13:47:18;Polvo para Preparar Infusión a Base de Café Suave Arlistan x 100 g.;$ 5.350,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000025000/25913.jpg
almacen;09/05/2024, 13:47:18;Mermelada de Naranja El Brocal x 420 g.;$ 3.500,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000007000/7226.jpg
almacen;09/05/2024, 13:47:18;Discos de Arroz sabor Asado Dos Hermanos x 80 g.;$ 1.500,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000012000/12602.jpg
almacen;09/05/2024, 13:47:18;Yerba Mate c/Palo Selección Especial La Tranquera x 500 g.;$ 1.850,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000013000/13626.jpg
almacen;09/05/2024, 13:47:18;Madalenas Chocolate Relleno con Dulce de Leche Bimbo x 190 g.;$ 2.350,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000022000/22586.jpg
almacen;09/05/2024, 13:47:18;Endulzante Sobres Forte Hileret x 50 Un.;$ 1.800,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000025000/25146.jpg
almacen;09/05/2024, 13:47:18;Chocolate c/Leche y Maní Georgalos x 160 g.;$ 1.440,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000007000/7227.jpg
almacen;09/05/2024, 13:47:18;Premezcla Para Bizcochuelo Chocolate Morixe x 540 g.;$ 3.800,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000019000/19259.jpg
almacen;09/05/2024, 13:47:18;Nachos sabor Cheddar Krachitos x 70 g.;$ 3.050,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000025000/25660.jpg
almacen;09/05/2024, 13:47:18;Arroz Preparado sabor Verdeo Gallo x 240 g.;$ 1.700,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000026000/26172.jpg
almacen;09/05/2024, 13:47:18;Café en Saquitos Los 5 Hispanos x 20 un.;$ 3.100,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000009000/9789.jpg
almacen;09/05/2024, 13:47:18;Premezcla Pizza Libre de Gluten Arcor x 500 g.;$ 4.195,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000010000/10557.jpg
almacen;09/05/2024, 13:47:18;Cereal Trix x 230 g.;$ 2.600,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000018000/18749.jpg
almacen;09/05/2024, 13:47:18;Pepinitos en Vinagre Doy Pack Castell x 150 g.;$ 6.800,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000019000/19261.jpg
almacen;09/05/2024, 13:47:21;Endulzante Sobres Sweet Hileret x 200 Un.;$ 5.500,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000025000/25149.jpg
almacen;09/05/2024, 13:47:21;Bolitas sabor Chocolate Zoo Cartoon x 330 g.;$ 4.400,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000025000/25661.jpg
almacen;09/05/2024, 13:47:21;Té en Saquitos Verde Saint Gottard x 10 Un.;$ 2.750,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000026000/26429.jpg
almacen;09/05/2024, 13:47:21;Tostadas Clásicas de Arroz Molinos Ala x 150 g.;$ 2.329,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000026000/26686.jpg
almacen;09/05/2024, 13:47:21;Pastillas sabor Anís Drf x 23 g.;$ 2.450,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000012000/12607.jpg
almacen;09/05/2024, 13:47:21;Miel de Abejas Arroyo Fresco x 250 g.;$ 250,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000007000/7488.jpg
almacen;09/05/2024, 13:47:21;Premezcla Bizcochuelo Chocolate Libre/Gluten Arcor x 500 g.;$ 2.950,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000010000/10560.jpg
almacen;09/05/2024, 13:47:21;Ají Molido Celusal x 25 g.;$ 3.125,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000010000/10816.jpg
almacen;09/05/2024, 13:47:21;Papas Fritas sabor Cheddar Saladix x 58 g.;$ 1.350,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000011000/11072.jpg
almacen;09/05/2024, 13:47:21;Yerba Mate Hierbas Serranas Natura x 500 g.;$ 1.589,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000018000/18752.jpg
almacen;09/05/2024, 13:47:21;Confitura de Duraznos La Anónima x 450 g.;$ 1.900,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000003000/3137.jpg
almacen;09/05/2024, 13:47:21;Bizcochos Tradicionales c/Aceite Granix x 180 g.;$ 5.050,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000007000/7489.jpg
almacen;09/05/2024, 13:47:21;Pimentón Celusal x 25 g.;$ 3.535,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000010000/10817.jpg
almacen;09/05/2024, 13:47:21;Mermelada de Frutilla s/Azúcar Orieta x 340 g.;$ 1.109,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000007000/7490.jpg
almacen;09/05/2024, 13:47:21;Pimienta Blanca Molida Celusal x 25 g.;$ 1.350,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000010000/10818.jpg
almacen;09/05/2024, 13:47:21;Vinagre de Vino Blanco Menoyo x 500 cc.;$ 4.375,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000012000/12610.jpg
almacen;09/05/2024, 13:47:21;Galletitas Tapitas para Alfajor sabor Vainilla Soriano x 200 g.;$ 2.700,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000025000/25154.jpg
almacen;09/05/2024, 13:47:21;Copos de Arroz Choco Krispis Choco Krispis x 265 g.;$ 1.349,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000027000/27202.jpg
almacen;09/05/2024, 13:47:21;Yerba Mate Mezcla Hierbas Litoral Cachamate x 500 g.;$ 1.950,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000009000/9795.jpg
almacen;09/05/2024, 13:47:21;Provenzal Celusal x 25 g.;$ 4.550,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000010000/10819.jpg
almacen;09/05/2024, 13:47:21;Finas Hierbas c/Molinillo Indo Deli x 30 g.;$ 2.250,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000012000/12611.jpg
almacen;09/05/2024, 13:47:21;Cereal con Chocolate Choco Krispis x 185 g.;$ 1.687,50;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000027000/27203.jpg
almacen;09/05/2024, 13:47:21;Pastillas Tic Tac Mix de frutas x 16 g.;$ 1.300,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000001000/1092.jpg
almacen;09/05/2024, 13:47:24;Yerba Mate Mezcla Hierbas Cuyana Cachamate x 500 g.;$ 2.250,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000009000/9796.jpg
almacen;09/05/2024, 13:47:24;Orégano Celusal x 25 g.;$ 1.687,50;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000010000/10820.jpg
almacen;09/05/2024, 13:47:24;Chocolate con Leche y Maní Full Maní x 70 g.;$ 1.450,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000014000/14660.jpg
almacen;09/05/2024, 13:47:24;Muffins Chips Aguila x 440 g.;$ 2.250,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000025000/25668.jpg
almacen;09/05/2024, 13:47:24;Cereal de Frutas en Bolsa Froot Loops x 195 g.;$ 2.399,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000027000/27204.jpg
almacen;09/05/2024, 13:47:24;Pastillas Tic Tac Mix de frutas x 49 g.;$ 3.000,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000001000/1093.jpg
almacen;09/05/2024, 13:47:24;Galletitas Rellenas Vainilla Smams x 105 g.;$ 2.350,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000009000/9285.jpg
almacen;09/05/2024, 13:47:24;Salsa Chimichurri Tau x 310 g.;$ 1.350,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000014000/14405.jpg
almacen;09/05/2024, 13:47:24;Pure de Manzana Canale x 375 g.;$ 1.080,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000024000/24645.jpg
almacen;09/05/2024, 13:47:24;Cereal de Frutas en Bolsa Froot Loops x 330 g.;$ 3.200,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000027000/27205.jpg
almacen;09/05/2024, 13:47:24;Mermelada de Durazno Light s/Azúcar Dulcor x 390 g.;$ 2.189,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000008000/8006.jpg
almacen;09/05/2024, 13:47:24;Postre en Polvo Chocolate Ravana x 90 g.;$ 4.600,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000015000/15686.jpg
almacen;09/05/2024, 13:47:24;Té en Saquitos Manzanilla Cachamai x 20 un.;$ 3.119,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000009000/9287.jpg
almacen;09/05/2024, 13:47:24;Pasta de Alubia y Quinoa Fusilli Wakas x 250 g.;$ 1.219,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000016000/16711.jpg
almacen;09/05/2024, 13:47:24;Chocolate con Leche Cofler x 100 g.;$ 1.050,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000025000/25159.jpg
almacen;09/05/2024, 13:47:24;Formula Láctea en Polvo Etapa 4 Vital x 1 Kg.;$ 3.850,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000027000/27719.jpg
almacen;09/05/2024, 13:47:24;Chocolate con Leche y Maní Tokke x 120 g.;$ 2.887,50;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000014000/14664.jpg
almacen;09/05/2024, 13:47:24;Sopa Crema de Cebolla con Pimienta Knorr x 65 g.;$ 3.800,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000017000/17992.jpg
almacen;09/05/2024, 13:47:24;Pickles en Vinagre Doy Pack Castell x 140 g.;$ 20.200,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000025000/25672.jpg
almacen;09/05/2024, 13:47:24;Copos de Maíz Azucarados Lasfor x 240 g.;$ 2.250,00;/../imagenes/svg/laol-sin-foto2.svg
almacen;09/05/2024, 13:47:24;Postre Pasta de Maní La Anónima x 200 g.;$ 1.500,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000015000/15689.jpg
almacen;09/05/2024, 13:47:24;Pesto de Kale con Almendras Rie La Huerta x 170 g.;$ 1.900,00;/../imagenes/svg/laol-sin-foto2.svg
almacen;09/05/2024, 13:47:24;Galletas de Arroz Integral sin Sal Macrobióticas x 102 g.;$ 1.850,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000027000/27721.jpg
almacen;09/05/2024, 13:47:24;Oblea Rellena con Avellana Kinder Bueno x 43 g.;$ 2.650,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000003000/3402.jpg
almacen;09/05/2024, 13:47:24;Chicles Mentol Beldent Infinit x 7un.;$ 2.120,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000014000/14410.jpg
almacen;09/05/2024, 13:47:24;Aderezo Vegana sin Tacc Dp Hellmanns x 250 g.;$ 5.999,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000019000/19530.jpg
almacen;09/05/2024, 13:47:24;Aceite de Oliva Extra Virgen c/Ajo La Toscana x 250 cc.;$ 1.050,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000008000/8011.jpg
almacen;09/05/2024, 13:47:24;Nachos Multicereal Macritas x 90 g.;$ 2.650,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000025000/25163.jpg
almacen;09/05/2024, 13:47:24;Estragón La Parmesana x 20 g.;$ 1.000,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000025000/25931.jpg
almacen;09/05/2024, 13:47:25;Galletitas Pepas Membrillo sin Tacc Caja Dimax x 200 g.;$ 2.909,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000019000/19276.jpg
almacen;09/05/2024, 13:47:25;Alfajor Chocolate Triple Bon o Bon x 60 g.;$ 1.159,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000002000/2125.jpg
almacen;09/05/2024, 13:47:25;Crema de Avellanas y Cacao Nutella x 350 g.;$ 9.600,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000004000/4429.jpg
almacen;09/05/2024, 13:47:25;Chicles Menta Beldent Infinit x 14un.;$ 2.300,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000014000/14413.jpg
almacen;09/05/2024, 13:47:25;Café Tostado en Capsulas Blend Italiano La Morenita x 10 Un.;$ 7.125,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000017000/17741.jpg
almacen;09/05/2024, 13:47:25;Pimienta Blanca Molida La Parmesana x 25 g.;$ 2.915,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000025000/25933.jpg
almacen;09/05/2024, 13:47:25;Chicles Mentol Beldent Infinit x 14un.;$ 2.300,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000014000/14414.jpg
almacen;09/05/2024, 13:47:25;Salvia La Parmesana x 20 g.;$ 1.255,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000025000/25934.jpg
almacen;09/05/2024, 13:47:25;Chocolate Aireado con Bon o Bon Cofler x 67 g.;$ 2.400,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000025000/25167.jpg
almacen;09/05/2024, 13:47:25;Budín Marmolado 9 de Oro x 170 g.;$ 2.800,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000015000/15440.jpg
almacen;09/05/2024, 13:47:25;Salsa Barbacoa con Miel Aleluya x 205 g.;$ 2.600,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000012000/12625.jpg
almacen;09/05/2024, 13:47:25;Budín de Harina Integral Banana y 5 Sem 9 de Oro x 170 g.;$ 3.200,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000015000/15441.jpg
almacen;09/05/2024, 13:47:27;Kétchup con Miel Aleluya x 200 g.;$ 2.500,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000012000/12626.jpg
almacen;09/05/2024, 13:47:27;Alimento A Base de Maní Nucrem x 150 g.;$ 2.250,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000006000/6227.jpg
almacen;09/05/2024, 13:47:27;Fideos Listos Pollo Picante Lunch Maruchan x 64 g.;$ 4.075,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000009000/9043.jpg
almacen;09/05/2024, 13:47:27;Té en Saquitos O Clock Hib Rosa Mosqueta Can Cachamai x 20 un.;$ 1.900,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000011000/11347.jpg
almacen;09/05/2024, 13:47:27;Te en Saquitos Mezcla de Hierbas Digestivas Saint Gottard x 20 un.;$ 2.529,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000015000/15187.jpg
almacen;09/05/2024, 13:47:27;Maíz Inflado Acaramelado c/Choco Egran x 80 g.;$ 960,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000008000/8020.jpg
almacen;09/05/2024, 13:47:27;Té en Saquitos O Clock Lemon Grass/Jengibre Cachamai x 20 un.;$ 2.000,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000011000/11348.jpg
almacen;09/05/2024, 13:47:27;Fideos Coditos La Campagnola x 500 g.;$ 1.395,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000013000/13652.jpg
almacen;09/05/2024, 13:47:27;Chocolate con Leche y Maní Tokke x 500 g.;$ 9.250,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000019000/19796.jpg
almacen;09/05/2024, 13:47:27;Yerba Mate Compuesta Amarilla Cachamate x 500 g.;$ 2.250,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000014000/14933.jpg
almacen;09/05/2024, 13:47:27;Yerba Mate Compuesta Rosa Cachamate x 500 g.;$ 1.687,50;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000014000/14934.jpg
almacen;09/05/2024, 13:47:27;Yerba Mate con Palo Hierbas Serranas Amanda x 500 g.;$ 2.250,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000018000/18518.jpg
almacen;09/05/2024, 13:47:27;Caramelos Clight Naranja x 20 g.;$ 1.687,50;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000003000/3159.jpg
almacen;09/05/2024, 13:47:27;Molinillo Pimienta Blanca en Grano Alicante x 45 g.;$ 1.850,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000018000/18519.jpg
almacen;09/05/2024, 13:47:27;Dulce de Batata Estuche Alco x 500 g.;$ 880,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000018000/18264.jpg
almacen;09/05/2024, 13:47:27;Molinillo Pimienta Negra en Grano Alicante x 45 g.;$ 4.550,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000018000/18520.jpg
almacen;09/05/2024, 13:47:27;Endulzante Sobres Zucra Hileret x 200 un.;$ 3.867,50;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000008000/8281.jpg
almacen;09/05/2024, 13:47:29;Aceto Balsámico Cocinero Tipo Modena x 500 cc.;$ 4.750,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000005000/5210.jpg
almacen;09/05/2024, 13:47:29;Almohaditas Rellenas Avellana sin Tacc Snuks x 240 g.;$ 2.950,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000014000/14938.jpg
almacen;09/05/2024, 13:47:29;Porotos Secos Colorados Lisetta x 400 g.;$ 2.212,50;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000022000/22874.jpg
almacen;09/05/2024, 13:47:29;Té en Saquitos Frutos del Bosque Saint Gottard x 20 un.;$ 2.450,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000004000/4187.jpg
almacen;09/05/2024, 13:47:29;Papas Fritas Saladix Barbacoa x 58 g.;$ 4.835,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000006000/6491.jpg
almacen;09/05/2024, 13:47:29;Leche en Polvo Nido 4 Prebio 3 x 800g.;$ 3.868,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000025000/25435.jpg
almacen;09/05/2024, 13:47:29;Budín de Vainilla Best con Frutas x 170 g.;$ 1.589,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000000000/860.jpg
almacen;09/05/2024, 13:47:29;Dulce de Batata a la Vainilla Cajon Orieta x 1 Kg.;$ 12.750,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000003000/3676.jpg
almacen;09/05/2024, 13:47:29;Caramelos Masticables Animales Cremy Pico Dulce x 500 g.;$ 1.750,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000009000/9052.jpg
almacen;09/05/2024, 13:47:29;Yerba Mate con Palo Tradicional Verdeflor x 1 Kg.;$ 1.400,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000019000/19036.jpg
almacen;09/05/2024, 13:47:29;Sopa Crema de Zapallo Alicante x 73 g.;$ 4.139,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000019000/19292.jpg
almacen;09/05/2024, 13:47:29;Cebada Tostada Instantánea Intensa Doy Pack El Pocillo x 100 g.;$ 6.350,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000023000/23132.jpg
almacen;09/05/2024, 13:47:29;Dulce de Batata Vainilla Chocolate Orieta x 1 Kg.;$ 6.400,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000003000/3677.jpg
almacen;09/05/2024, 13:47:29;Te en Saquitos La Morenita x 100 un.;$ 1.300,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000015000/15709.jpg
almacen;09/05/2024, 13:47:29;Cereal Sin Azúcar Nesfit x 220 g.;$ 1.105,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000016000/16989.jpg
almacen;09/05/2024, 13:47:29;Chimichurri en Polvo La Parmesana x 25 g.;$ 2.650,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000018000/18269.jpg
almacen;09/05/2024, 13:47:29;Sopa Clara Campestre Alicante x 68 g.;$ 4.245,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000019000/19293.jpg
almacen;09/05/2024, 13:47:29;Cafe Tostado Molido Capsulas Peru Cabrales x 10 Un.;$ 3.499,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000027000/27485.jpg
almacen;09/05/2024, 13:47:29;Dulce de Membrillo Cajon Orieta x 1 Kg.;$ 5.600,00;/../imagenes/svg/laol-sin-foto2.svg
almacen;09/05/2024, 13:47:29;Galletitas de Arroz sabor Queso s/Tacc Crisppino x 100 g.;$ 815,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000013000/13918.jpg
almacen;09/05/2024, 13:47:29;Adobo para Pizza Celusal x 25 g.;$ 1.300,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000024000/24414.jpg
almacen;09/05/2024, 13:47:29;Nachos Tostitos x 77 g.;$ 1.105,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000024000/24670.jpg
almacen;09/05/2024, 13:47:29;Dulce de Frutos del Bosque Light Patagonia Berries x 260 g.;$ 10.350,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000008000/8031.jpg
almacen;09/05/2024, 13:47:29;Mostaza Tipo Dijon Sin Tacc Marian Arytza x 360 g.;$ 5.859,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000016000/16991.jpg
almacen;09/05/2024, 13:47:29;Mayonesa Doy Pack Menoyo x 100 cc.;$ 1.850,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000019000/19039.jpg
almacen;09/05/2024, 13:47:29;Aceite de Oliva Extra Virgen clásico x 250cc.;$ 1.050,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000021000/21087.jpg
almacen;09/05/2024, 13:47:29;Pimienta Negra Molida Celusal x 25 g.;$ 2.300,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000024000/24415.jpg
almacen;09/05/2024, 13:47:29;Crocancia Protegida Natural Break x 120 g.;$ 9.050,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000025000/25695.jpg
almacen;09/05/2024, 13:47:32;Té Taragui Internacional Clásico Taragui x 50 un.;$ 5.200,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000008000/8288.jpg
almacen;09/05/2024, 13:47:32;Mostaza a la Miel Sin Tacc Marian Arytza x 360 g.;$ 4.700,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000016000/16992.jpg
almacen;09/05/2024, 13:47:32;Yerba Mate con Palo Romance x 1000 g.;$ 4.250,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000023000/23904.jpg
almacen;09/05/2024, 13:47:32;Garbanzos Elio x 400 g.;$ 2.665,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000001000/1377.jpg
almacen;09/05/2024, 13:47:32;Vinagre de Vino Menoyo x 500 cc.;$ 1.349,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000002000/2145.jpg
almacen;09/05/2024, 13:47:32;Aderezo Barbacoa Sin Tacc Marian Arytza x 370 g.;$ 5.800,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000016000/16993.jpg
almacen;09/05/2024, 13:47:32;Mayonesa Doy Pack Menoyo x 500 cc.;$ 1.239,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000019000/19041.jpg
almacen;09/05/2024, 13:47:32;Edulcorante Clásico Sobres Liv x 100 Un.;$ 2.900,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000026000/26465.jpg
almacen;09/05/2024, 13:47:32;Porotos Alubias Elio x 500 g.;$ 2.175,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000001000/1378.jpg
almacen;09/05/2024, 13:47:32;Café Instantáneo Clásico Pack ahorro La Virginia x 100 g.;$ 3.755,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000015000/15714.jpg
almacen;09/05/2024, 13:47:32;Mayonesa Clásica Sin Tacc Marian Arytza x 340 g.;$ 3.509,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000016000/16994.jpg
almacen;09/05/2024, 13:47:32;Talitas Semilla Don Satur x 140 g.;$ 5.600,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000025000/25698.jpg
almacen;09/05/2024, 13:47:32;Chocolate con Leche y Maní Arcor x 25 g.;$ 1.900,00;https://d1on8qs0xdu5jz.cloudfront.net/web/images/productos/c/0000001000/1635.jpg
