Categoria;Fecha y hora;Producto;Precio;URL de la imagen
bebidas;Agua Sin Gas Villavicencio 2 L;;https://jumboargentinaio.vtexassets.com/arquivos/ids/798470-500-auto?v=638340185331300000&width=500&height=auto&aspect=true;09/05/2024, 14:53:12
bebidas;Agua Villa Del Sur Sin Gas 6.2lt;;https://jumboargentinaio.vtexassets.com/arquivos/ids/786406-500-auto?v=638234014445730000&width=500&height=auto&aspect=true;09/05/2024, 14:53:12
bebidas;Gaseosa Coca-cola Sabor Original 2.25 L;;https://jumboargentinaio.vtexassets.com/arquivos/ids/783070-500-auto?v=638206690815300000&width=500&height=auto&aspect=true;09/05/2024, 14:53:12
bebidas;Agua Villa Del Sur Pet Sin Gas 2250 Ml;;https://jumboargentinaio.vtexassets.com/arquivos/ids/620318-500-auto?v=637466226602700000&width=500&height=auto&aspect=true;09/05/2024, 14:53:12
bebidas;Agua Sin Gas Villavicencio 1,5 L;;https://jumboargentinaio.vtexassets.com/arquivos/ids/795825-500-auto?v=638313501958270000&width=500&height=auto&aspect=true;09/05/2024, 14:53:12
bebidas;Gaseosa Pepsi  Black 1.5lt;$NaN;https://jumboargentinaio.vtexassets.com/arquivos/ids/769354-500-auto?v=638120073786470000&width=500&height=auto&aspect=true;09/05/2024, 14:53:16
bebidas;Coca-cola Zero 1,75 Lt;$NaN;https://jumboargentinaio.vtexassets.com/arquivos/ids/799927-500-auto?v=638349573931070000&width=500&height=auto&aspect=true;09/05/2024, 14:53:16
bebidas;Coca-cola Zero 2,25 Lt;$NaN;https://jumboargentinaio.vtexassets.com/arquivos/ids/799920-500-auto?v=638349573899270000&width=500&height=auto&aspect=true;09/05/2024, 14:53:16
bebidas;Agua Sin Gas Villavicencio 2 L;$NaN;https://jumboargentinaio.vtexassets.com/arquivos/ids/798470-500-auto?v=638340185331300000&width=500&height=auto&aspect=true;09/05/2024, 14:53:16
bebidas;Agua Villa Del Sur Sin Gas 6.2lt;$NaN;https://jumboargentinaio.vtexassets.com/arquivos/ids/786406-500-auto?v=638234014445730000&width=500&height=auto&aspect=true;09/05/2024, 14:53:16
bebidas;Gaseosa Coca-cola Sabor Original 2.25 L;$NaN;https://jumboargentinaio.vtexassets.com/arquivos/ids/783070-500-auto?v=638206690815300000&width=500&height=auto&aspect=true;09/05/2024, 14:53:16
bebidas;Agua Villa Del Sur Pet Sin Gas 2250 Ml;$NaN;https://jumboargentinaio.vtexassets.com/arquivos/ids/620318-500-auto?v=637466226602700000&width=500&height=auto&aspect=true;09/05/2024, 14:53:16
bebidas;Agua Sin Gas Villavicencio 1,5 L;$NaN;https://jumboargentinaio.vtexassets.com/arquivos/ids/795825-500-auto?v=638313501958270000&width=500&height=auto&aspect=true;09/05/2024, 14:53:16
bebidas;Gaseosa Pepsi  Black 1.5lt;$NaN;https://jumboargentinaio.vtexassets.com/arquivos/ids/769354-500-auto?v=638120073786470000&width=500&height=auto&aspect=true;09/05/2024, 14:53:21
bebidas;Coca-cola Zero 1,75 Lt;$NaN;https://jumboargentinaio.vtexassets.com/arquivos/ids/799927-500-auto?v=638349573931070000&width=500&height=auto&aspect=true;09/05/2024, 14:53:21
bebidas;Coca-cola Zero 2,25 Lt;$NaN;https://jumboargentinaio.vtexassets.com/arquivos/ids/799920-500-auto?v=638349573899270000&width=500&height=auto&aspect=true;09/05/2024, 14:53:21
bebidas;Agua Sin Gas Villavicencio 2 L;$NaN;https://jumboargentinaio.vtexassets.com/arquivos/ids/798470-500-auto?v=638340185331300000&width=500&height=auto&aspect=true;09/05/2024, 14:53:21
bebidas;Agua Villa Del Sur Sin Gas 6.2lt;$NaN;https://jumboargentinaio.vtexassets.com/arquivos/ids/786406-500-auto?v=638234014445730000&width=500&height=auto&aspect=true;09/05/2024, 14:53:21
bebidas;Gaseosa Coca-cola Sabor Original 2.25 L;$NaN;https://jumboargentinaio.vtexassets.com/arquivos/ids/783070-500-auto?v=638206690815300000&width=500&height=auto&aspect=true;09/05/2024, 14:53:21
bebidas;Agua Villa Del Sur Pet Sin Gas 2250 Ml;$NaN;https://jumboargentinaio.vtexassets.com/arquivos/ids/620318-500-auto?v=637466226602700000&width=500&height=auto&aspect=true;09/05/2024, 14:53:21
bebidas;Agua Sin Gas Villavicencio 1,5 L;$NaN;https://jumboargentinaio.vtexassets.com/arquivos/ids/795825-500-auto?v=638313501958270000&width=500&height=auto&aspect=true;09/05/2024, 14:53:21
bebidas;Gaseosa Pepsi  Black 1.5lt;;https://jumboargentinaio.vtexassets.com/arquivos/ids/769354-500-auto?v=638120073786470000&width=500&height=auto&aspect=true;09/05/2024, 14:53:25
bebidas;Coca-cola Zero 1,75 Lt;;https://jumboargentinaio.vtexassets.com/arquivos/ids/799927-500-auto?v=638349573931070000&width=500&height=auto&aspect=true;09/05/2024, 14:53:25
bebidas;Coca-cola Zero 2,25 Lt;;https://jumboargentinaio.vtexassets.com/arquivos/ids/799920-500-auto?v=638349573899270000&width=500&height=auto&aspect=true;09/05/2024, 14:53:25
bebidas;Agua Sin Gas Villavicencio 2 L;;https://jumboargentinaio.vtexassets.com/arquivos/ids/798470-500-auto?v=638340185331300000&width=500&height=auto&aspect=true;09/05/2024, 14:53:25
bebidas;Agua Villa Del Sur Sin Gas 6.2lt;;https://jumboargentinaio.vtexassets.com/arquivos/ids/786406-500-auto?v=638234014445730000&width=500&height=auto&aspect=true;09/05/2024, 14:53:25
bebidas;Gaseosa Coca-cola Sabor Original 2.25 L;;https://jumboargentinaio.vtexassets.com/arquivos/ids/783070-500-auto?v=638206690815300000&width=500&height=auto&aspect=true;09/05/2024, 14:53:25
bebidas;Agua Villa Del Sur Pet Sin Gas 2250 Ml;;https://jumboargentinaio.vtexassets.com/arquivos/ids/620318-500-auto?v=637466226602700000&width=500&height=auto&aspect=true;09/05/2024, 14:53:25
bebidas;Agua Sin Gas Villavicencio 1,5 L;;https://jumboargentinaio.vtexassets.com/arquivos/ids/795825-500-auto?v=638313501958270000&width=500&height=auto&aspect=true;09/05/2024, 14:53:25
bebidas;Gaseosa Pepsi  Black 1.5lt;$1.004,25;https://jumboargentinaio.vtexassets.com/arquivos/ids/769354-500-auto?v=638120073786470000&width=500&height=auto&aspect=true;09/05/2024, 14:53:30
bebidas;Coca-cola Zero 1,75 Lt;$1.837,5;https://jumboargentinaio.vtexassets.com/arquivos/ids/799927-500-auto?v=638349573931070000&width=500&height=auto&aspect=true;09/05/2024, 14:53:30
bebidas;Coca-cola Zero 2,25 Lt;$2.325;https://jumboargentinaio.vtexassets.com/arquivos/ids/799920-500-auto?v=638349573899270000&width=500&height=auto&aspect=true;09/05/2024, 14:53:30
bebidas;Agua Sin Gas Villavicencio 2 L;$877,5;https://jumboargentinaio.vtexassets.com/arquivos/ids/798470-500-auto?v=638340185331300000&width=500&height=auto&aspect=true;09/05/2024, 14:53:30
bebidas;Agua Villa Del Sur Sin Gas 6.2lt;$3.100;https://jumboargentinaio.vtexassets.com/arquivos/ids/786406-500-auto?v=638234014445730000&width=500&height=auto&aspect=true;09/05/2024, 14:53:30
bebidas;Gaseosa Coca-cola Sabor Original 2.25 L;$2.325;https://jumboargentinaio.vtexassets.com/arquivos/ids/783070-500-auto?v=638206690815300000&width=500&height=auto&aspect=true;09/05/2024, 14:53:30
bebidas;Agua Villa Del Sur Pet Sin Gas 2250 Ml;$1.100;https://jumboargentinaio.vtexassets.com/arquivos/ids/620318-500-auto?v=637466226602700000&width=500&height=auto&aspect=true;09/05/2024, 14:53:30
bebidas;Agua Sin Gas Villavicencio 1,5 L;$904,15;https://jumboargentinaio.vtexassets.com/arquivos/ids/795825-500-auto?v=638313501958270000&width=500&height=auto&aspect=true;09/05/2024, 14:53:30
bebidas;Gaseosa Pepsi  Black 1.5lt;$1.004,25;https://jumboargentinaio.vtexassets.com/arquivos/ids/769354-500-auto?v=638120073786470000&width=500&height=auto&aspect=true;09/05/2024, 14:53:34
bebidas;Coca-cola Zero 1,75 Lt;$1.837,5;https://jumboargentinaio.vtexassets.com/arquivos/ids/799927-500-auto?v=638349573931070000&width=500&height=auto&aspect=true;09/05/2024, 14:53:34
bebidas;Coca-cola Zero 2,25 Lt;$2.325;https://jumboargentinaio.vtexassets.com/arquivos/ids/799920-500-auto?v=638349573899270000&width=500&height=auto&aspect=true;09/05/2024, 14:53:34
bebidas;Agua Sin Gas Villavicencio 2 L;$877,5;https://jumboargentinaio.vtexassets.com/arquivos/ids/798470-500-auto?v=638340185331300000&width=500&height=auto&aspect=true;09/05/2024, 14:53:34
bebidas;Agua Villa Del Sur Sin Gas 6.2lt;$3.100;https://jumboargentinaio.vtexassets.com/arquivos/ids/786406-500-auto?v=638234014445730000&width=500&height=auto&aspect=true;09/05/2024, 14:53:34
bebidas;Gaseosa Coca-cola Sabor Original 2.25 L;$2.325;https://jumboargentinaio.vtexassets.com/arquivos/ids/783070-500-auto?v=638206690815300000&width=500&height=auto&aspect=true;09/05/2024, 14:53:34
bebidas;Agua Villa Del Sur Pet Sin Gas 2250 Ml;$1.100;https://jumboargentinaio.vtexassets.com/arquivos/ids/620318-500-auto?v=637466226602700000&width=500&height=auto&aspect=true;09/05/2024, 14:53:34
bebidas;Agua Sin Gas Villavicencio 1,5 L;$904,15;https://jumboargentinaio.vtexassets.com/arquivos/ids/795825-500-auto?v=638313501958270000&width=500&height=auto&aspect=true;09/05/2024, 14:53:34
bebidas;Gaseosa Pepsi  Black 1.5lt;$1.004,25;https://jumboargentinaio.vtexassets.com/arquivos/ids/769354-500-auto?v=638120073786470000&width=500&height=auto&aspect=true;09/05/2024, 14:53:39
bebidas;Coca-cola Zero 1,75 Lt;$1.837,5;https://jumboargentinaio.vtexassets.com/arquivos/ids/799927-500-auto?v=638349573931070000&width=500&height=auto&aspect=true;09/05/2024, 14:53:39
bebidas;Coca-cola Zero 2,25 Lt;$2.325;https://jumboargentinaio.vtexassets.com/arquivos/ids/799920-500-auto?v=638349573899270000&width=500&height=auto&aspect=true;09/05/2024, 14:53:39
bebidas;Agua Sin Gas Villavicencio 2 L;$877,5;https://jumboargentinaio.vtexassets.com/arquivos/ids/798470-500-auto?v=638340185331300000&width=500&height=auto&aspect=true;09/05/2024, 14:53:39
bebidas;Agua Villa Del Sur Sin Gas 6.2lt;$3.100;https://jumboargentinaio.vtexassets.com/arquivos/ids/786406-500-auto?v=638234014445730000&width=500&height=auto&aspect=true;09/05/2024, 14:53:39
bebidas;Gaseosa Coca-cola Sabor Original 2.25 L;$2.325;https://jumboargentinaio.vtexassets.com/arquivos/ids/783070-500-auto?v=638206690815300000&width=500&height=auto&aspect=true;09/05/2024, 14:53:39
bebidas;Agua Villa Del Sur Pet Sin Gas 2250 Ml;$1.100;https://jumboargentinaio.vtexassets.com/arquivos/ids/620318-500-auto?v=637466226602700000&width=500&height=auto&aspect=true;09/05/2024, 14:53:39
bebidas;Agua Sin Gas Villavicencio 1,5 L;$904,15;https://jumboargentinaio.vtexassets.com/arquivos/ids/795825-500-auto?v=638313501958270000&width=500&height=auto&aspect=true;09/05/2024, 14:53:39
bebidas;Gaseosa Pepsi  Black 1.5lt;$1.004,25;https://jumboargentinaio.vtexassets.com/arquivos/ids/769354-500-auto?v=638120073786470000&width=500&height=auto&aspect=true;09/05/2024, 14:53:44
bebidas;Coca-cola Zero 1,75 Lt;$1.837,5;https://jumboargentinaio.vtexassets.com/arquivos/ids/799927-500-auto?v=638349573931070000&width=500&height=auto&aspect=true;09/05/2024, 14:53:44
bebidas;Coca-cola Zero 2,25 Lt;$2.325;https://jumboargentinaio.vtexassets.com/arquivos/ids/799920-500-auto?v=638349573899270000&width=500&height=auto&aspect=true;09/05/2024, 14:53:44
bebidas;Agua Sin Gas Villavicencio 2 L;$877,5;https://jumboargentinaio.vtexassets.com/arquivos/ids/798470-500-auto?v=638340185331300000&width=500&height=auto&aspect=true;09/05/2024, 14:53:44
bebidas;Agua Villa Del Sur Sin Gas 6.2lt;$3.100;https://jumboargentinaio.vtexassets.com/arquivos/ids/786406-500-auto?v=638234014445730000&width=500&height=auto&aspect=true;09/05/2024, 14:53:44
bebidas;Gaseosa Coca-cola Sabor Original 2.25 L;$2.325;https://jumboargentinaio.vtexassets.com/arquivos/ids/783070-500-auto?v=638206690815300000&width=500&height=auto&aspect=true;09/05/2024, 14:53:44
bebidas;Agua Villa Del Sur Pet Sin Gas 2250 Ml;$1.100;https://jumboargentinaio.vtexassets.com/arquivos/ids/620318-500-auto?v=637466226602700000&width=500&height=auto&aspect=true;09/05/2024, 14:53:44
bebidas;Agua Sin Gas Villavicencio 1,5 L;$904,15;https://jumboargentinaio.vtexassets.com/arquivos/ids/795825-500-auto?v=638313501958270000&width=500&height=auto&aspect=true;09/05/2024, 14:53:44
bebidas;Gaseosa Pepsi  Black 1.5lt;;https://jumboargentinaio.vtexassets.com/arquivos/ids/769354-500-auto?v=638120073786470000&width=500&height=auto&aspect=true;09/05/2024, 14:53:49
bebidas;Coca-cola Zero 1,75 Lt;;https://jumboargentinaio.vtexassets.com/arquivos/ids/799927-500-auto?v=638349573931070000&width=500&height=auto&aspect=true;09/05/2024, 14:53:49
bebidas;Coca-cola Zero 2,25 Lt;;https://jumboargentinaio.vtexassets.com/arquivos/ids/799920-500-auto?v=638349573899270000&width=500&height=auto&aspect=true;09/05/2024, 14:53:49
bebidas;Agua Sin Gas Villavicencio 2 L;;https://jumboargentinaio.vtexassets.com/arquivos/ids/798470-500-auto?v=638340185331300000&width=500&height=auto&aspect=true;09/05/2024, 14:53:49
bebidas;Agua Villa Del Sur Sin Gas 6.2lt;;https://jumboargentinaio.vtexassets.com/arquivos/ids/786406-500-auto?v=638234014445730000&width=500&height=auto&aspect=true;09/05/2024, 14:53:49
bebidas;Gaseosa Coca-cola Sabor Original 2.25 L;;https://jumboargentinaio.vtexassets.com/arquivos/ids/783070-500-auto?v=638206690815300000&width=500&height=auto&aspect=true;09/05/2024, 14:53:49
bebidas;Agua Villa Del Sur Pet Sin Gas 2250 Ml;;https://jumboargentinaio.vtexassets.com/arquivos/ids/620318-500-auto?v=637466226602700000&width=500&height=auto&aspect=true;09/05/2024, 14:53:49
bebidas;Agua Sin Gas Villavicencio 1,5 L;;https://jumboargentinaio.vtexassets.com/arquivos/ids/795825-500-auto?v=638313501958270000&width=500&height=auto&aspect=true;09/05/2024, 14:53:49
bebidas;Gaseosa Pepsi  Black 1.5lt;$1.004,25;https://jumboargentinaio.vtexassets.com/arquivos/ids/769354-500-auto?v=638120073786470000&width=500&height=auto&aspect=true;09/05/2024, 14:53:53
bebidas;Coca-cola Zero 1,75 Lt;$1.837,5;https://jumboargentinaio.vtexassets.com/arquivos/ids/799927-500-auto?v=638349573931070000&width=500&height=auto&aspect=true;09/05/2024, 14:53:53
bebidas;Coca-cola Zero 2,25 Lt;$2.325;https://jumboargentinaio.vtexassets.com/arquivos/ids/799920-500-auto?v=638349573899270000&width=500&height=auto&aspect=true;09/05/2024, 14:53:53
bebidas;Agua Sin Gas Villavicencio 2 L;$877,5;https://jumboargentinaio.vtexassets.com/arquivos/ids/798470-500-auto?v=638340185331300000&width=500&height=auto&aspect=true;09/05/2024, 14:53:53
bebidas;Agua Villa Del Sur Sin Gas 6.2lt;$3.100;https://jumboargentinaio.vtexassets.com/arquivos/ids/786406-500-auto?v=638234014445730000&width=500&height=auto&aspect=true;09/05/2024, 14:53:53
bebidas;Gaseosa Coca-cola Sabor Original 2.25 L;$2.325;https://jumboargentinaio.vtexassets.com/arquivos/ids/783070-500-auto?v=638206690815300000&width=500&height=auto&aspect=true;09/05/2024, 14:53:53
bebidas;Agua Villa Del Sur Pet Sin Gas 2250 Ml;$1.100;https://jumboargentinaio.vtexassets.com/arquivos/ids/620318-500-auto?v=637466226602700000&width=500&height=auto&aspect=true;09/05/2024, 14:53:53
bebidas;Agua Sin Gas Villavicencio 1,5 L;$904,15;https://jumboargentinaio.vtexassets.com/arquivos/ids/795825-500-auto?v=638313501958270000&width=500&height=auto&aspect=true;09/05/2024, 14:53:53
bebidas;Gaseosa Pepsi  Black 1.5lt;$1.004,25;https://jumboargentinaio.vtexassets.com/arquivos/ids/769354-500-auto?v=638120073786470000&width=500&height=auto&aspect=true;09/05/2024, 14:53:58
bebidas;Coca-cola Zero 1,75 Lt;$1.837,5;https://jumboargentinaio.vtexassets.com/arquivos/ids/799927-500-auto?v=638349573931070000&width=500&height=auto&aspect=true;09/05/2024, 14:53:58
bebidas;Coca-cola Zero 2,25 Lt;$2.325;https://jumboargentinaio.vtexassets.com/arquivos/ids/799920-500-auto?v=638349573899270000&width=500&height=auto&aspect=true;09/05/2024, 14:53:58
bebidas;Agua Sin Gas Villavicencio 2 L;$877,5;https://jumboargentinaio.vtexassets.com/arquivos/ids/798470-500-auto?v=638340185331300000&width=500&height=auto&aspect=true;09/05/2024, 14:53:58
bebidas;Agua Villa Del Sur Sin Gas 6.2lt;$3.100;https://jumboargentinaio.vtexassets.com/arquivos/ids/786406-500-auto?v=638234014445730000&width=500&height=auto&aspect=true;09/05/2024, 14:53:58
bebidas;Gaseosa Coca-cola Sabor Original 2.25 L;$2.325;https://jumboargentinaio.vtexassets.com/arquivos/ids/783070-500-auto?v=638206690815300000&width=500&height=auto&aspect=true;09/05/2024, 14:53:58
bebidas;Agua Villa Del Sur Pet Sin Gas 2250 Ml;$1.100;https://jumboargentinaio.vtexassets.com/arquivos/ids/620318-500-auto?v=637466226602700000&width=500&height=auto&aspect=true;09/05/2024, 14:53:58
bebidas;Agua Sin Gas Villavicencio 1,5 L;$904,15;https://jumboargentinaio.vtexassets.com/arquivos/ids/795825-500-auto?v=638313501958270000&width=500&height=auto&aspect=true;09/05/2024, 14:53:58
bebidas;Gaseosa Pepsi  Black 1.5lt;;https://jumboargentinaio.vtexassets.com/arquivos/ids/769354-500-auto?v=638120073786470000&width=500&height=auto&aspect=true;09/05/2024, 14:54:03
bebidas;Coca-cola Zero 1,75 Lt;;https://jumboargentinaio.vtexassets.com/arquivos/ids/799927-500-auto?v=638349573931070000&width=500&height=auto&aspect=true;09/05/2024, 14:54:03
bebidas;Coca-cola Zero 2,25 Lt;;https://jumboargentinaio.vtexassets.com/arquivos/ids/799920-500-auto?v=638349573899270000&width=500&height=auto&aspect=true;09/05/2024, 14:54:03
bebidas;Agua Sin Gas Villavicencio 2 L;;https://jumboargentinaio.vtexassets.com/arquivos/ids/798470-500-auto?v=638340185331300000&width=500&height=auto&aspect=true;09/05/2024, 14:54:03
bebidas;Agua Villa Del Sur Sin Gas 6.2lt;;https://jumboargentinaio.vtexassets.com/arquivos/ids/786406-500-auto?v=638234014445730000&width=500&height=auto&aspect=true;09/05/2024, 14:54:03
bebidas;Gaseosa Coca-cola Sabor Original 2.25 L;;https://jumboargentinaio.vtexassets.com/arquivos/ids/783070-500-auto?v=638206690815300000&width=500&height=auto&aspect=true;09/05/2024, 14:54:03
bebidas;Agua Villa Del Sur Pet Sin Gas 2250 Ml;;https://jumboargentinaio.vtexassets.com/arquivos/ids/620318-500-auto?v=637466226602700000&width=500&height=auto&aspect=true;09/05/2024, 14:54:03
bebidas;Agua Sin Gas Villavicencio 1,5 L;;https://jumboargentinaio.vtexassets.com/arquivos/ids/795825-500-auto?v=638313501958270000&width=500&height=auto&aspect=true;09/05/2024, 14:54:03
bebidas;Gaseosa Pepsi  Black 1.5lt;;https://jumboargentinaio.vtexassets.com/arquivos/ids/769354-500-auto?v=638120073786470000&width=500&height=auto&aspect=true;09/05/2024, 14:54:08
bebidas;Coca-cola Zero 1,75 Lt;;https://jumboargentinaio.vtexassets.com/arquivos/ids/799927-500-auto?v=638349573931070000&width=500&height=auto&aspect=true;09/05/2024, 14:54:08
bebidas;Coca-cola Zero 2,25 Lt;;https://jumboargentinaio.vtexassets.com/arquivos/ids/799920-500-auto?v=638349573899270000&width=500&height=auto&aspect=true;09/05/2024, 14:54:08
bebidas;Agua Sin Gas Villavicencio 2 L;;https://jumboargentinaio.vtexassets.com/arquivos/ids/798470-500-auto?v=638340185331300000&width=500&height=auto&aspect=true;09/05/2024, 14:54:08
bebidas;Agua Villa Del Sur Sin Gas 6.2lt;;https://jumboargentinaio.vtexassets.com/arquivos/ids/786406-500-auto?v=638234014445730000&width=500&height=auto&aspect=true;09/05/2024, 14:54:08
bebidas;Gaseosa Coca-cola Sabor Original 2.25 L;;https://jumboargentinaio.vtexassets.com/arquivos/ids/783070-500-auto?v=638206690815300000&width=500&height=auto&aspect=true;09/05/2024, 14:54:08
bebidas;Agua Villa Del Sur Pet Sin Gas 2250 Ml;;https://jumboargentinaio.vtexassets.com/arquivos/ids/620318-500-auto?v=637466226602700000&width=500&height=auto&aspect=true;09/05/2024, 14:54:08
bebidas;Agua Sin Gas Villavicencio 1,5 L;;https://jumboargentinaio.vtexassets.com/arquivos/ids/795825-500-auto?v=638313501958270000&width=500&height=auto&aspect=true;09/05/2024, 14:54:08
bebidas;Gaseosa Pepsi  Black 1.5lt;;https://jumboargentinaio.vtexassets.com/arquivos/ids/769354-500-auto?v=638120073786470000&width=500&height=auto&aspect=true;09/05/2024, 14:54:13
bebidas;Coca-cola Zero 1,75 Lt;;https://jumboargentinaio.vtexassets.com/arquivos/ids/799927-500-auto?v=638349573931070000&width=500&height=auto&aspect=true;09/05/2024, 14:54:13
bebidas;Coca-cola Zero 2,25 Lt;;https://jumboargentinaio.vtexassets.com/arquivos/ids/799920-500-auto?v=638349573899270000&width=500&height=auto&aspect=true;09/05/2024, 14:54:13
bebidas;Agua Sin Gas Villavicencio 2 L;;https://jumboargentinaio.vtexassets.com/arquivos/ids/798470-500-auto?v=638340185331300000&width=500&height=auto&aspect=true;09/05/2024, 14:54:13
bebidas;Agua Villa Del Sur Sin Gas 6.2lt;;https://jumboargentinaio.vtexassets.com/arquivos/ids/786406-500-auto?v=638234014445730000&width=500&height=auto&aspect=true;09/05/2024, 14:54:13
bebidas;Gaseosa Coca-cola Sabor Original 2.25 L;;https://jumboargentinaio.vtexassets.com/arquivos/ids/783070-500-auto?v=638206690815300000&width=500&height=auto&aspect=true;09/05/2024, 14:54:13
bebidas;Agua Villa Del Sur Pet Sin Gas 2250 Ml;;https://jumboargentinaio.vtexassets.com/arquivos/ids/620318-500-auto?v=637466226602700000&width=500&height=auto&aspect=true;09/05/2024, 14:54:13
bebidas;Agua Sin Gas Villavicencio 1,5 L;;https://jumboargentinaio.vtexassets.com/arquivos/ids/795825-500-auto?v=638313501958270000&width=500&height=auto&aspect=true;09/05/2024, 14:54:13
bebidas;Gaseosa Pepsi  Black 1.5lt;;https://jumboargentinaio.vtexassets.com/arquivos/ids/769354-500-auto?v=638120073786470000&width=500&height=auto&aspect=true;09/05/2024, 14:54:18
bebidas;Coca-cola Zero 1,75 Lt;;https://jumboargentinaio.vtexassets.com/arquivos/ids/799927-500-auto?v=638349573931070000&width=500&height=auto&aspect=true;09/05/2024, 14:54:18
bebidas;Coca-cola Zero 2,25 Lt;;https://jumboargentinaio.vtexassets.com/arquivos/ids/799920-500-auto?v=638349573899270000&width=500&height=auto&aspect=true;09/05/2024, 14:54:18
bebidas;Agua Sin Gas Villavicencio 2 L;;https://jumboargentinaio.vtexassets.com/arquivos/ids/798470-500-auto?v=638340185331300000&width=500&height=auto&aspect=true;09/05/2024, 14:54:18
bebidas;Agua Villa Del Sur Sin Gas 6.2lt;;https://jumboargentinaio.vtexassets.com/arquivos/ids/786406-500-auto?v=638234014445730000&width=500&height=auto&aspect=true;09/05/2024, 14:54:18
bebidas;Gaseosa Coca-cola Sabor Original 2.25 L;;https://jumboargentinaio.vtexassets.com/arquivos/ids/783070-500-auto?v=638206690815300000&width=500&height=auto&aspect=true;09/05/2024, 14:54:18
bebidas;Agua Villa Del Sur Pet Sin Gas 2250 Ml;;https://jumboargentinaio.vtexassets.com/arquivos/ids/620318-500-auto?v=637466226602700000&width=500&height=auto&aspect=true;09/05/2024, 14:54:18
bebidas;Agua Sin Gas Villavicencio 1,5 L;;https://jumboargentinaio.vtexassets.com/arquivos/ids/795825-500-auto?v=638313501958270000&width=500&height=auto&aspect=true;09/05/2024, 14:54:18
bebidas;Gaseosa Pepsi  Black 1.5lt;;https://jumboargentinaio.vtexassets.com/arquivos/ids/769354-500-auto?v=638120073786470000&width=500&height=auto&aspect=true;09/05/2024, 14:54:23
bebidas;Coca-cola Zero 1,75 Lt;;https://jumboargentinaio.vtexassets.com/arquivos/ids/799927-500-auto?v=638349573931070000&width=500&height=auto&aspect=true;09/05/2024, 14:54:23
bebidas;Coca-cola Zero 2,25 Lt;;https://jumboargentinaio.vtexassets.com/arquivos/ids/799920-500-auto?v=638349573899270000&width=500&height=auto&aspect=true;09/05/2024, 14:54:23
bebidas;Agua Sin Gas Villavicencio 2 L;;https://jumboargentinaio.vtexassets.com/arquivos/ids/798470-500-auto?v=638340185331300000&width=500&height=auto&aspect=true;09/05/2024, 14:54:23
bebidas;Agua Villa Del Sur Sin Gas 6.2lt;;https://jumboargentinaio.vtexassets.com/arquivos/ids/786406-500-auto?v=638234014445730000&width=500&height=auto&aspect=true;09/05/2024, 14:54:23
bebidas;Gaseosa Coca-cola Sabor Original 2.25 L;;https://jumboargentinaio.vtexassets.com/arquivos/ids/783070-500-auto?v=638206690815300000&width=500&height=auto&aspect=true;09/05/2024, 14:54:23
bebidas;Agua Villa Del Sur Pet Sin Gas 2250 Ml;;https://jumboargentinaio.vtexassets.com/arquivos/ids/620318-500-auto?v=637466226602700000&width=500&height=auto&aspect=true;09/05/2024, 14:54:23
bebidas;Agua Sin Gas Villavicencio 1,5 L;;https://jumboargentinaio.vtexassets.com/arquivos/ids/795825-500-auto?v=638313501958270000&width=500&height=auto&aspect=true;09/05/2024, 14:54:23
bebidas;Gaseosa Pepsi  Black 1.5lt;;https://jumboargentinaio.vtexassets.com/arquivos/ids/769354-500-auto?v=638120073786470000&width=500&height=auto&aspect=true;09/05/2024, 14:54:28
bebidas;Coca-cola Zero 1,75 Lt;;https://jumboargentinaio.vtexassets.com/arquivos/ids/799927-500-auto?v=638349573931070000&width=500&height=auto&aspect=true;09/05/2024, 14:54:28
bebidas;Coca-cola Zero 2,25 Lt;;https://jumboargentinaio.vtexassets.com/arquivos/ids/799920-500-auto?v=638349573899270000&width=500&height=auto&aspect=true;09/05/2024, 14:54:28
bebidas;Agua Sin Gas Villavicencio 2 L;;https://jumboargentinaio.vtexassets.com/arquivos/ids/798470-500-auto?v=638340185331300000&width=500&height=auto&aspect=true;09/05/2024, 14:54:28
bebidas;Agua Villa Del Sur Sin Gas 6.2lt;;https://jumboargentinaio.vtexassets.com/arquivos/ids/786406-500-auto?v=638234014445730000&width=500&height=auto&aspect=true;09/05/2024, 14:54:28
bebidas;Gaseosa Coca-cola Sabor Original 2.25 L;;https://jumboargentinaio.vtexassets.com/arquivos/ids/783070-500-auto?v=638206690815300000&width=500&height=auto&aspect=true;09/05/2024, 14:54:28
bebidas;Agua Villa Del Sur Pet Sin Gas 2250 Ml;;https://jumboargentinaio.vtexassets.com/arquivos/ids/620318-500-auto?v=637466226602700000&width=500&height=auto&aspect=true;09/05/2024, 14:54:28
bebidas;Agua Sin Gas Villavicencio 1,5 L;;https://jumboargentinaio.vtexassets.com/arquivos/ids/795825-500-auto?v=638313501958270000&width=500&height=auto&aspect=true;09/05/2024, 14:54:28
bebidas;Gaseosa Pepsi  Black 1.5lt;$1.004,25;https://jumboargentinaio.vtexassets.com/arquivos/ids/769354-500-auto?v=638120073786470000&width=500&height=auto&aspect=true;09/05/2024, 14:55:27
bebidas;Coca-cola Zero 1,75 Lt;$1.837,5;https://jumboargentinaio.vtexassets.com/arquivos/ids/799927-500-auto?v=638349573931070000&width=500&height=auto&aspect=true;09/05/2024, 14:55:27
